Crash Severity Description,Reportnumber,Agencyname,CollisionImpact Description,Crash County Description,FunctionalClass Description,ImpairedCrash,Large Vehicle Involved,OffRoad,RoadName,Route Number,RouteType Description,Unrestrained Occupants,Crashdate,Work Zone Crash,Latitude,Longitude,CrashYear,Crashtime,Crashhour
Property Damage Crashes,AE4998010N,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Minor Collector,No,Yes,No,DUMBARTON RD,1318.0,COUNTY ROAD,No,1/13/2025,No,39.379778397,-76.611277242,2025,15:21,15
Injury Crashes,AE65010056,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,RAMP 4 FR MD 150 NB TO MD 151 EB,150.0,RAMP,Yes,2/12/2025,No,39.292800228,-76.518761218,2025,21:30,21
Injury Crashes,MSP77710059,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,HARRISBURG EXPWY,83.0,INTERSTATE ROUTE,No,2/5/2025,No,39.448778333,-76.637171667,2025,14:46,14
Property Damage Crashes,ADK899001P,Baltimore City Police Department,Unknown,Baltimore City,Major Collector,No,Yes,No,N BENTALOU ST,2010.0,MUNICIPAL ROAD,No,1/19/2025,No,39.300821,-76.653702,2025,01:37,1
Property Damage Crashes,AE6589006R,Baltimore County Police Department,Rear To Side,Baltimore County,,No,Yes,Yes,,,,No,1/16/2025,No,39.247863854,-76.669808896,2025,10:46,10
Property Damage Crashes,ADJ068004H,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,W PATAPSCO AVE,100.0,MUNICIPAL ROAD,No,1/8/2025,No,39.241719928,-76.626600911,2025,15:32,15
Injury Crashes,CB6232003R,Howard County Police,Angle,Howard,Minor Arterial,No,Yes,No,MEADOWRIDGE RD,103.0,MARYLAND ROUTE,No,1/28/2025,No,39.210352835,-76.783645468,2025,07:15,7
Property Damage Crashes,MDTA1985001G,Maryland Transportation Authority Police,Front to Rear,Baltimore City,Principal Arterial – Other Freeways and Expressways,Yes,Yes,No,BALTIMORE WASHINGTON PKWY,295.0,MARYLAND ROUTE,No,1/20/2025,No,39.267694141,-76.634817122,2025,02:58,2
Property Damage Crashes,ADK588002J,Baltimore City Police Department,Other,Baltimore City,Local,No,Yes,No,HURLEY AV,4886.0,MUNICIPAL ROAD,No,1/13/2025,No,39.278020656,-76.663842347,2025,07:53,7
Property Damage Crashes,AE442401JG,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Minor Arterial,No,Yes,No,WINDSOR MILL RD,1900.0,COUNTY ROAD,Yes,3/7/2025,No,39.35495736,-76.795314346,2025,07:14,7
Property Damage Crashes,DA37470065,Prince George's County Police,Front to Rear,Prince George's,,No,Yes,Yes,,,,No,3/11/2025,No,38.965546355,-76.972926455,2025,14:00,14
Property Damage Crashes,AE635200C5,Baltimore County Police Department,Single Vehicle,Baltimore County,Major Collector,No,Yes,No,WARDS CHAPEL RD,521.0,COUNTY ROAD,No,3/19/2025,No,39.416704139,-76.84596627,2025,08:25,8
Injury Crashes,MSP735900JF,Maryland State Police,Other,Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY,95.0,INTERSTATE ROUTE,No,3/5/2025,No,39.415381009,-76.409356975,2025,13:13,13
Property Damage Crashes,CB5565005R,Howard County Police,Front to Rear,Howard,,No,Yes,No,,1061.0,COUNTY ROAD,Yes,1/23/2025,No,39.218052573,-76.997556445,2025,08:41,8
Property Damage Crashes,MSP743400MB,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,HARRISBURG EXPWY (SB/L),83.0,INTERSTATE ROUTE,No,2/4/2025,Yes,39.420785474,-76.643121862,2025,08:38,8
Property Damage Crashes,ADK194007P,Baltimore City Police Department,Unknown,Baltimore City,Principal Arterial – Other,No,Yes,No,PRESIDENT ST,1383.0,MUNICIPAL ROAD,No,3/4/2025,No,39.287357301,-76.604142796,2025,17:18,17
Injury Crashes,DA4422000M,Prince George's County Police,Front to Rear,Prince George's,Principal Arterial – Other Freeways and Expressways,No,Yes,No,RAMP 8 FR MD 201 SB TO MD 459 WB,50.0,RAMP,No,3/7/2025,No,38.921248163,-76.931202593,2025,21:00,21
Injury Crashes,MSP62660252,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (SB/L),83.0,INTERSTATE ROUTE,No,2/25/2025,No,39.419421667,-76.653063333,2025,23:17,23
Property Damage Crashes,CB6370005W,Howard County Police,Front to Rear,Howard,Local,No,Yes,No,WILBUR CT,1743.0,COUNTY ROAD,No,2/25/2025,No,39.17294575,-76.831853183,2025,09:15,9
Property Damage Crashes,MSP546601R7,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,1/27/2025,No,38.920658227,-76.852353247,2025,16:50,16
Property Damage Crashes,DA393200H2,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,63RD AVE,630.0,MUNICIPAL ROAD,No,1/28/2025,No,38.930712215,-76.909045846,2025,11:11,11
Property Damage Crashes,DA34370049,Prince George's County Police,Front to Rear,Prince George's,Local,No,Yes,No,OAKLAWN RD,199.0,COUNTY ROAD,No,3/7/2025,No,38.771346898,-76.94701549,2025,08:58,8
Property Damage Crashes,MSP736800HR,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY (SB/L),95.0,INTERSTATE ROUTE,No,1/21/2025,No,39.336902882,-76.516618338,2025,12:30,12
Property Damage Crashes,ADK8000010,Baltimore City Police Department,Single Vehicle,Baltimore City,Principal Arterial – Other,No,Yes,No,HILTON PKWY (SB/L),6366.0,MUNICIPAL ROAD,No,3/10/2025,No,39.305301006,-76.67401207,2025,11:19,11
Property Damage Crashes,MSP693600X6,Maryland State Police,Single Vehicle,Howard,Interstate,No,Yes,No,NO NAME (WB/L),70.0,INTERSTATE ROUTE,No,2/11/2025,No,39.308808333,-76.950831667,2025,23:59,23
Property Damage Crashes,DA3522009S,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,EAST WEST HWY (WB/L),410.0,MARYLAND ROUTE,No,1/27/2025,No,38.968726973,-76.97175063,2025,14:10,14
Property Damage Crashes,ADH58400M7,Baltimore City Police Department,Unknown,Baltimore City,,No,Yes,No,,881.0,LOCAL ROAD,Yes,2/11/2025,No,39.3073923,-76.6661603,2025,15:32,15
Property Damage Crashes,MDTA17100027,Maryland Transportation Authority Police,Front to Rear,Howard,Principal Arterial – Other Freeways and Expressways,No,Yes,No,HARBOR TUNNEL THRUWAY (SB/L),895.0,INTERSTATE ROUTE,No,2/11/2025,No,39.222800012,-76.720799587,2025,22:48,22
Property Damage Crashes,AE6418008P,Baltimore County Police Department,Rear To Side,Baltimore County,,No,Yes,No,,970.0,PRIVATE ROAD,Yes,3/14/2025,No,39.240077042,-76.654744728,2025,16:10,16
Property Damage Crashes,CB64250037,Howard County Police,"Sideswipe, Same Direction",Howard,Principal Arterial – Other,No,Yes,No,WASHINGTON BLVD (SB/L),1.0,UNITED STATE ROUTE,Yes,3/17/2025,No,39.171878683,-76.785182438,2025,16:54,16
Property Damage Crashes,DA4388001B,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Major Collector,No,Yes,No,WHITFIELD CHAPEL RD,74.0,COUNTY ROAD,No,2/25/2025,No,38.941077464,-76.853904222,2025,11:50,11
Property Damage Crashes,BSPDA3230007,Baltimore City School Police,Rear To Side,Baltimore City,Principal Arterial – Other,No,Yes,No,ST PAUL ST (SB/L),2.0,MARYLAND ROUTE,Yes,3/3/2025,No,39.299573482,-76.614195441,2025,14:55,14
Property Damage Crashes,AE6798001C,Baltimore County Police Department,Single Vehicle,Baltimore County,Major Collector,No,Yes,No,NORTH POINT RD,8007.0,COUNTY ROAD,No,2/11/2025,No,39.291649173,-76.516332026,2025,06:00,6
Property Damage Crashes,MTA0461000N,Maryland Transit Administration,"Sideswipe, Same Direction",Baltimore City,Minor Arterial,No,Yes,No,LIGHT ST,1560.0,MUNICIPAL ROAD,No,2/14/2025,No,39.271669235,-76.611586128,2025,18:00,18
Property Damage Crashes,MSP7773001J,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other Freeways and Expressways,No,Yes,No,BALTIMORE WASHINGTON PKWY (SB/L),295.0,MARYLAND ROUTE,No,3/19/2025,No,38.991971115,-76.886001804,2025,15:05,15
Property Damage Crashes,ADF736007G,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,W 29TH ST,1615.0,MUNICIPAL ROAD,No,3/18/2025,No,39.316923933,-76.631627379,2025,17:22,17
Property Damage Crashes,AC2631000H,Anne Arundel County Police,Front to Rear,Anne Arundel,Local,No,Yes,No,LAMOKA DR,6447.0,COUNTY ROAD,No,1/30/2025,No,39.062581877,-76.703318756,2025,07:54,7
Property Damage Crashes,MSP743400MG,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (OUTER LOOP),695.0,INTERSTATE ROUTE,No,2/6/2025,No,39.413773934,-76.612683229,2025,11:08,11
Property Damage Crashes,MSP743900LT,Maryland State Police,Angle,Prince George's,Local,No,Yes,No,LAUREL AVE,210.0,MUNICIPAL ROAD,No,1/19/2025,No,39.100213333,-76.845631667,2025,07:20,7
Property Damage Crashes,ADL004000S,Baltimore City Police Department,Front to Rear,Baltimore City,Local,No,Yes,No,CHAUNCEY AV,3257.0,MUNICIPAL ROAD,No,1/28/2025,No,39.314707166,-76.637253202,2025,17:24,17
Injury Crashes,MSP585801F9,Maryland State Police,Front to Rear,Prince George's,Local,No,Yes,No,MOORES RD,823.0,COUNTY ROAD,No,1/15/2025,No,38.714322457,-76.878183264,2025,14:44,14
Property Damage Crashes,ADK1980026,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Interstate,No,Yes,No,RAMP 6 FR IS 95 EB TO MD 2 SB,95.0,RAMP,No,3/28/2025,No,39.2644786,-76.614727199,2025,20:26,20
Injury Crashes,MSP74080072,Maryland State Police,"Sideswipe, Same Direction",Anne Arundel,Interstate,No,Yes,No,NO NAME,97.0,INTERSTATE ROUTE,No,3/12/2025,No,38.989596901,-76.578747623,2025,10:00,10
Injury Crashes,MTA0383001K,Maryland Transit Administration,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,LIBERTY RD,26.0,MARYLAND ROUTE,Yes,3/6/2025,No,39.345303603,-76.734713799,2025,22:10,22
Property Damage Crashes,BW02140013,Greenbelt Police Department,Front to Rear,Prince George's,Major Collector,No,Yes,No,CHERRYWOOD LA,40.0,MUNICIPAL ROAD,No,1/24/2025,No,38.999475751,-76.911682584,2025,18:44,18
Property Damage Crashes,MSP732800KN,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,3/1/2025,No,39.04956839,-76.931382373,2025,05:07,5
Property Damage Crashes,MSP68270094,Maryland State Police,Single Vehicle,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY (SB/L),95.0,INTERSTATE ROUTE,No,1/3/2025,No,38.882155211,-76.844210279,2025,11:13,11
Property Damage Crashes,MDTA16550028,Maryland Transportation Authority Police,Front to Rear,Baltimore City,Minor Arterial,No,Yes,No,KEITH AVE,5857.0,MUNICIPAL ROAD,No,1/21/2025,No,39.26584663,-76.54765418,2025,12:30,12
Property Damage Crashes,ADK705001K,Baltimore City Police Department,Single Vehicle,Baltimore City,Principal Arterial – Other,No,Yes,No,EDMONDSON AVE,40.0,UNITED STATE ROUTE,No,3/22/2025,No,39.293467897,-76.688407634,2025,17:02,17
Injury Crashes,MTA04870005,Maryland Transit Administration,Front to Rear,Baltimore City,Minor Arterial,No,Yes,No,N PATTERSON PARK AVE,1410.0,MUNICIPAL ROAD,Yes,3/24/2025,No,39.311138,-76.585988,2025,18:45,18
Property Damage Crashes,DA3567009K,Prince George's County Police,Angle,Prince George's,Local,No,Yes,No,CARROLL AVE,80.0,MUNICIPAL ROAD,Yes,1/13/2025,No,39.103386058,-76.852399601,2025,14:15,14
Property Damage Crashes,ADL0280017,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,N LINWOOD AV,5085.0,MUNICIPAL ROAD,No,3/11/2025,No,39.30086817,-76.57676128,2025,08:20,8
Property Damage Crashes,AE6803001Y,Baltimore County Police Department,Front to Rear,Baltimore County,Local,No,Yes,No,TARRAGON RD,658.0,COUNTY ROAD,No,1/25/2025,No,39.445282333,-76.821519667,2025,06:25,6
Property Damage Crashes,AE66150047,Baltimore County Police Department,Unknown,Baltimore County,Local,No,Yes,No,TAWNMOORE RD,2075.0,COUNTY ROAD,No,2/3/2025,No,39.357494657,-76.763286815,2025,09:34,9
Property Damage Crashes,MSP7872002L,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,OLD INDIAN HEAD RD,135.0,COUNTY ROAD,No,2/24/2025,No,38.739434062,-76.820520167,2025,17:08,17
Fatal Crashes,AC1586003L,Anne Arundel County Police,Front to Rear,Anne Arundel,,No,Yes,Yes,,,,No,2/18/2025,No,39.210537861,-76.675922583,2025,12:03,12
Property Damage Crashes,DA34030024,Prince George's County Police,Single Vehicle,Prince George's,,No,Yes,Yes,,,,No,3/20/2025,No,38.794435571,-77.000415589,2025,10:50,10
Injury Crashes,DA31730056,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Minor Arterial,No,Yes,No,,197.0,MARYLAND ROUTE,No,1/31/2025,No,39.047867396,-76.818272525,2025,14:55,14
Property Damage Crashes,MSP757700HX,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,RAMP 10 FR IS 495 EB TO IS 95 SB,95.0,RAMP,No,2/25/2025,No,39.017825,-76.924653333,2025,09:08,9
Property Damage Crashes,AE59600074,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,No,,3.0,BIKE ROUTE,No,2/22/2025,No,39.3769529,-76.815334,2025,22:15,22
Property Damage Crashes,AE6800001Q,Baltimore County Police Department,Angle,Baltimore County,,No,Yes,No,,89.0,CROSSOVER,Yes,1/14/2025,No,39.336688305,-76.480048165,2025,15:00,15
Property Damage Crashes,AE583300J6,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,SHADY NOOK AVE,2768.0,COUNTY ROAD,No,1/23/2025,No,39.272344312,-76.720002758,2025,08:01,8
Property Damage Crashes,AE6817000J,Baltimore County Police Department,Single Vehicle,Baltimore County,Local,No,Yes,No,WALKER AVE (NB/L),6457.0,COUNTY ROAD,No,1/9/2025,No,39.260459347,-76.716573861,2025,09:50,9
Property Damage Crashes,DA4218005Q,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Minor Arterial,No,Yes,No,RITCHIE RD,87.0,COUNTY ROAD,No,1/10/2025,No,38.860902455,-76.871056711,2025,12:33,12
Property Damage Crashes,DA44120005,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Major Collector,No,Yes,No,BRINKLEY RD,122.0,COUNTY ROAD,No,1/14/2025,No,38.805874701,-76.972419025,2025,08:28,8
Property Damage Crashes,BSPDA322000R,Baltimore City School Police,Front to Rear,Baltimore City,Local,No,Yes,No,BOARMAN AV,7255.0,MUNICIPAL ROAD,No,1/31/2025,No,39.337911185,-76.667768823,2025,08:50,8
Property Damage Crashes,AE5838004D,Baltimore County Police Department,"Sideswipe, Opposite Direction",Baltimore County,Local,No,Yes,No,LANGE ST,5445.0,COUNTY ROAD,No,1/19/2025,No,39.28682162,-76.507902487,2025,01:42,1
Property Damage Crashes,ADJ817009Q,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Minor Arterial,No,Yes,No,E BELVEDERE AVE,1040.0,MUNICIPAL ROAD,No,1/24/2025,No,39.35600556,-76.578162574,2025,03:50,3
Property Damage Crashes,AE69360006,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Principal Arterial – Other Freeways and Expressways,No,Yes,No,PERRING PKWY (SB/L),41.0,MARYLAND ROUTE,No,3/5/2025,No,39.399552362,-76.546172629,2025,09:00,9
Property Damage Crashes,MSP475300MY,Maryland State Police,Front to Rear,Howard,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,3/9/2025,Yes,39.203374433,-76.75577075,2025,22:00,22
Property Damage Crashes,MSP741900D3,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY (SB/L),95.0,INTERSTATE ROUTE,No,1/14/2025,No,39.000486667,-76.893468333,2025,03:45,3
Property Damage Crashes,AE6797001B,Baltimore County Police Department,"Sideswipe, Opposite Direction",Baltimore County,Local,No,Yes,No,NANTICOKE RD,4864.0,COUNTY ROAD,No,3/1/2025,No,39.311252303,-76.432390896,2025,13:00,13
Property Damage Crashes,AC2608002B,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,,No,Yes,Yes,,,,No,2/20/2025,No,39.056676337,-76.656010162,2025,08:22,8
Property Damage Crashes,ADK05400B7,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Major Collector,No,Yes,No,WILMARCO AVE,4195.0,MUNICIPAL ROAD,No,3/17/2025,No,39.272918964,-76.660150703,2025,00:59,0
Property Damage Crashes,DA42280059,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,FALLS LAKE DR,5822.0,COUNTY ROAD,No,3/5/2025,No,38.903964666,-76.830574316,2025,13:50,13
Property Damage Crashes,AC24480066,Anne Arundel County Police,"Sideswipe, Opposite Direction",Anne Arundel,Local,No,Yes,No,26TH ST,160.0,GOVERNMENT ROAD,Yes,2/18/2025,No,39.127229867,-76.736931,2025,15:01,15
Property Damage Crashes,AC2496006B,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Principal Arterial – Other Freeways and Expressways,No,Yes,No,RAMP 8 FR OAKWOOD RD SB TO MD 100 WB,100.0,RAMP,No,3/11/2025,Yes,39.139918347,-76.621597679,2025,11:14,11
Property Damage Crashes,DA4252005L,Prince George's County Police,Other,Prince George's,Local,No,Yes,No,DODGE PARK RD,3290.0,COUNTY ROAD,No,1/24/2025,No,38.931354609,-76.879277691,2025,07:52,7
Property Damage Crashes,AE638500B0,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Principal Arterial – Other Freeways and Expressways,No,Yes,No,PERRING PKWY (SB/L),41.0,MARYLAND ROUTE,No,2/24/2025,Yes,39.380688517,-76.55647623,2025,14:40,14
Injury Crashes,ADK097001H,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,PENNINGTON AVE (SB/L),173.0,MARYLAND ROUTE,Yes,1/31/2025,No,39.211258073,-76.586297747,2025,07:45,7
Property Damage Crashes,MSP77650073,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,3/21/2025,No,38.81516,-76.954201667,2025,00:57,0
Property Damage Crashes,NRP16420005,Natural Resources Police,Single Vehicle,Baltimore County,Local,No,Yes,No,GRACES QUARTERS RD,4096.0,COUNTY ROAD,No,3/19/2025,No,39.356634932,-76.354963314,2025,19:00,19
Property Damage Crashes,AE63470089,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,No,,1160.0,COUNTY ROAD,Yes,2/21/2025,No,39.408513797,-76.603088318,2025,15:22,15
Property Damage Crashes,DA4363000T,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Major Collector,No,Yes,No,HANOVER PKWY,205.0,MUNICIPAL ROAD,No,3/21/2025,No,38.980306199,-76.866965789,2025,16:50,16
Property Damage Crashes,DA27200074,Prince George's County Police,Single Vehicle,Prince George's,,No,Yes,No,,2422.0,PRIVATE ROAD,No,2/19/2025,No,38.790921642,-76.942766031,2025,07:55,7
Property Damage Crashes,AC11920070,Anne Arundel County Police,Front to Rear,Anne Arundel,Local,No,Yes,No,BELLERIVE DR,4900.0,COUNTY ROAD,No,1/9/2025,No,39.0359513,-76.463543817,2025,10:30,10
Property Damage Crashes,DA35970046,Prince George's County Police,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,CRAIN HWY (SB/L),301.0,UNITED STATE ROUTE,No,1/14/2025,No,38.806786741,-76.744185859,2025,16:38,16
Property Damage Crashes,ADK157007N,Baltimore City Police Department,Front to Rear,Baltimore City,,No,Yes,No,,1370.0,MUNICIPAL ROAD,No,1/22/2025,No,39.298280577,-76.595762206,2025,12:15,12
Property Damage Crashes,DA43880017,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,CENTRAL AVE (WB/L),214.0,MARYLAND ROUTE,No,1/28/2025,No,38.890736749,-76.85339125,2025,17:55,17
Injury Crashes,AC2407009W,Anne Arundel County Police,Front to Front,Anne Arundel,Minor Arterial,Yes,Yes,No,BELLE GROVE RD,170.0,MARYLAND ROUTE,Yes,3/31/2025,No,39.219651664,-76.635764293,2025,16:19,16
Property Damage Crashes,MDTA0768001Q,Maryland Transportation Authority Police,"Sideswipe, Opposite Direction",Anne Arundel,,No,Yes,Yes,,,,Yes,2/13/2025,No,39.185346683,-76.677474416,2025,09:07,9
Injury Crashes,MTA02840029,Maryland Transit Administration,Single Vehicle,Baltimore City,Minor Arterial,No,Yes,No,N GAY ST,4490.0,MUNICIPAL ROAD,Yes,3/24/2025,No,39.306771607,-76.590936804,2025,16:30,16
Injury Crashes,MTA0385002J,Maryland Transit Administration,Single Vehicle,Baltimore City,,No,Yes,No,,1370.0,MUNICIPAL ROAD,Yes,3/10/2025,No,39.297925997,-76.60466792,2025,16:35,16
Property Damage Crashes,AE600600BY,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,PINEHURST RD,1327.0,COUNTY ROAD,No,2/8/2025,No,39.377164056,-76.614118348,2025,11:00,11
Property Damage Crashes,ADK046002L,Baltimore City Police Department,Other,Baltimore City,Local,No,Yes,No,WHITE AV,6728.0,MUNICIPAL ROAD,No,3/19/2025,No,39.341467078,-76.534954783,2025,22:37,22
